YEAR,MONTH,PRODUCT,VALUE
2022,3,Low carbon,5515.341755
2022,3,Fossil fuels,1674.224202
2022,4,Hydro,5190.86877
2022,4,Wind,3.774289
2022,4,Solar,32.339429
2022,4,Total combustible fuels,1741.720397
2022,4,Coal,203.219221
2022,4,Oil,231.647871
2022,4,Natural gas,1125.352554
2022,4,Combustible renewables,181.500751
2022,4,Net electricity production,6968.702885
2022,4,Total imports,32.881494
2022,4,Total exports,3.69307
2022,4,Electricity supplied,6997.891309
2022,4,Distribution losses,378.238555
2022,4,Final consumption,6619.652754
2022,4,Electricity trade,-29.188424
2022,4,Renewables,5408.483239
2022,4,Non-renewables,1560.219646
2022,4,Others,231.647871
2022,4,Other renewables aggregated,181.500751
2022,4,Low carbon,5408.483239
2022,4,Fossil fuels,1560.219646
2022,5,Hydro,5494.98485
2022,5,Wind,3.409729
2022,5,Solar,30.896288
2022,5,Total combustible fuels,1773.147913
2022,5,Coal,177.546829
2022,5,Oil,234.264923
2022,5,Natural gas,1179.836601
2022,5,Combustible renewables,181.49956
2022,5,Net electricity production,7302.43878
2022,5,Total imports,13.164886
2022,5,Total exports,1.674588
2022,5,Electricity supplied,7313.929078
2022,5,Distribution losses,396.427904
2022,5,Final consumption,6917.501174
2022,5,Electricity trade,-11.490298
2022,5,Renewables,5710.790427
2022,5,Non-renewables,1591.648353
2022,5,Others,234.264923
2022,5,Other renewables aggregated,181.49956
2022,5,Low carbon,5710.790427
2022,5,Fossil fuels,1591.648353
2022,6,Hydro,5181.733312
2022,6,Wind,4.017988
2022,6,Solar,29.693321
2022,6,Total combustible fuels,1722.370013
2022,6,Coal,172.281668
2022,6,Oil,229.3149
2022,6,Natural gas,1139.273009
2022,6,Combustible renewables,181.500436
2022,6,Net electricity production,6937.814634
2022,6,Total imports,1.433706
2022,6,Total exports,0.936999
2022,6,Electricity supplied,6938.311341
2022,6,Distribution losses,374.442508
2022,6,Final consumption,6563.868832
2022,6,Electricity trade,-0.496707
2022,6,Renewables,5396.945057
2022,6,Non-renewables,1540.869577
2022,6,Others,229.3149
2022,6,Other renewables aggregated,181.500436
2022,6,Low carbon,5396.945057
2022,6,Fossil fuels,1540.869577
2022,7,Hydro,5418.836677
2022,7,Wind,8.383434
2022,7,Solar,39.787804
2022,7,Total combustible fuels,1821.485749
2022,7,Coal,133.455364
2022,7,Oil,233.073944
2022,7,Natural gas,1273.455016
2022,7,Combustible renewables,181.501426
2022,7,Net electricity production,7288.493665
2022,7,Total imports,3.135117
2022,7,Total exports,5.899488
2022,7,Electricity supplied,7285.729294
2022,7,Distribution losses,395.965495
2022,7,Final consumption,6889.763798
2022,7,Electricity trade,2.764371
2022,7,Renewables,5648.509341
2022,7,Non-renewables,1639.984324
2022,7,Others,233.073944
2022,7,Other renewables aggregated,181.501426
2022,7,Low carbon,5648.509341
2022,7,Fossil fuels,1639.984324
2022,8,Hydro,5563.837944
2022,8,Wind,8.700083
2022,8,Solar,46.430205
2022,8,Total combustible fuels,1700.932994
2022,8,Coal,132.802232
2022,8,Oil,226.337516
2022,8,Natural gas,1160.291509
2022,8,Combustible renewables,181.501737
2022,8,Net electricity production,7319.901227
2022,8,Total imports,12.08215
2022,8,Total exports,3.621014
2022,8,Electricity supplied,7328.362363
2022,8,Distribution losses,399.546847
2022,8,Final consumption,6928.815516
2022,8,Electricity trade,-8.461136
2022,8,Renewables,5800.469969
2022,8,Non-renewables,1519.431257
2022,8,Others,226.337516
2022,8,Other renewables aggregated,181.501737
2022,8,Low carbon,5800.469969
2022,8,Fossil fuels,1519.431257
2022,9,Hydro,5372.064919
2022,9,Wind,4.177406
2022,9,Solar,49.214903
2022,9,Total combustible fuels,1700.496309
2022,9,Coal,187.369216
2022,9,Oil,228.435797
2022,9,Natural gas,1103.189485
2022,9,Combustible renewables,181.50181
2022,9,Net electricity production,7125.953537
2022,9,Total imports,26.063846
2022,9,Total exports,3.632774
2022,9,Electricity supplied,7148.384609
2022,9,Distribution losses,388.653845
2022,9,Final consumption,6759.730764
2022,9,Electricity trade,-22.431072
2022,9,Renewables,5606.959038
2022,9,Non-renewables,1518.994498
2022,9,Others,228.435797
2022,9,Other renewables aggregated,181.50181
2022,9,Low carbon,5606.959038
2022,9,Fossil fuels,1518.994498
2022,10,Hydro,5713.186589
2022,10,Wind,4.807161
2022,10,Solar,51.926352
2022,10,Total combustible fuels,1556.799344
2022,10,Coal,176.655302
2022,10,Oil,225.185934
2022,10,Natural gas,973.456553
2022,10,Combustible renewables,181.501555
2022,10,Net electricity production,7326.719446
2022,10,Total imports,0.379661
2022,10,Total exports,7.911705
2022,10,Electricity supplied,7319.187402
2022,10,Distribution losses,399.85462
2022,10,Final consumption,6919.332782
2022,10,Electricity trade,7.532044
2022,10,Renewables,5951.421657
2022,10,Non-renewables,1375.297789
2022,10,Others,225.185934
2022,10,Other renewables aggregated,181.501555
2022,10,Low carbon,5951.421657
2022,10,Fossil fuels,1375.297789
2022,11,Hydro,5528.747085
2022,11,Wind,6.548488
2022,11,Solar,47.831906
2022,11,Total combustible fuels,1565.634328
2022,11,Coal,138.291006
2022,11,Oil,224.658965
2022,11,Natural gas,1021.184057
2022,11,Combustible renewables,181.500299
2022,11,Net electricity production,7148.761807
2022,11,Electricity supplied,7148.761807
2022,11,Distribution losses,388.080112
2022,11,Final consumption,6760.681695
2022,11,Renewables,5764.627778
2022,11,Non-renewables,1384.134028
2022,11,Others,224.658965
2022,11,Other renewables aggregated,181.500299
2022,11,Low carbon,5764.627778
2022,11,Fossil fuels,1384.134028
2022,12,Hydro,5013.084172
2022,12,Wind,12.274103
2022,12,Solar,42.939776
2022,12,Total combustible fuels,1719.670551
2022,12,Coal,85.444518
2022,12,Oil,224.526296
2022,12,Natural gas,1228.199887
2022,12,Combustible renewables,181.499851
2022,12,Net electricity production,6787.968603
2022,12,Electricity supplied,6787.968603
2022,12,Distribution losses,441.463937
2022,12,Final consumption,6346.504666
2022,12,Renewables,5249.797902
2022,12,Non-renewables,1538.170701
2022,12,Others,224.526296
2022,12,Other renewables aggregated,181.499851
2022,12,Low carbon,5249.797902
2022,12,Fossil fuels,1538.170701
2023,1,Hydro,5258.845254
2023,1,Wind,21.940092
2023,1,Solar,76.386812
2023,1,Total combustible fuels,1792.062543
2023,1,Coal,454.379265
2023,1,Oil,257.952942
2023,1,Natural gas,850.114088
2023,1,Combustible renewables,229.616248
2023,1,Not specified,2.47025
2023,1,Net electricity production,7151.704951
2023,1,Total imports,0.0
2023,1,Total exports,291.186504
2023,1,Electricity supplied,6860.518447
2023,1,Distribution losses,657.994952
2023,1,Final consumption,6202.523495
2023,1,Electricity trade,291.186504
2023,1,Renewables,5586.788406
2023,1,Non-renewables,1564.916545
2023,1,Others,260.423192
2023,1,Other renewables aggregated,229.616248
2023,1,Low carbon,5589.258656
2023,1,Fossil fuels,1564.916545
2023,2,Hydro,4523.346323
2023,2,Wind,23.254809
2023,2,Solar,82.01822
2023,2,Total combustible fuels,2088.715591
2023,2,Coal,681.326882
2023,2,Oil,261.938152
2023,2,Natural gas,915.840682
2023,2,Combustible renewables,229.609875
2023,2,Not specified,2.47025
2023,2,Net electricity production,6719.805192
2023,2,Total imports,0.016595
2023,2,Total exports,195.779393
2023,2,Electricity supplied,6524.042394
2023,2,Distribution losses,582.266813
2023,2,Final consumption,5941.775581
2023,2,Electricity trade,195.762798
2023,2,Renewables,4858.229227
2023,2,Non-renewables,1861.575966
2023,2,Others,264.408402
2023,2,Other renewables aggregated,229.609875
2023,2,Low carbon,4860.699477
2023,2,Fossil fuels,1861.575966
2023,3,Hydro,5281.189112
2023,3,Wind,27.174836
2023,3,Solar,81.729841
2023,3,Total combustible fuels,1687.703028
2023,3,Coal,334.820997
2023,3,Oil,260.597736
2023,3,Natural gas,862.670615
2023,3,Combustible renewables,229.61368
2023,3,Not specified,2.47025
2023,3,Net electricity production,7080.267067
2023,3,Total imports,8.282589
2023,3,Total exports,17.171741
2023,3,Electricity supplied,7071.377915
2023,3,Distribution losses,589.397943
2023,3,Final consumption,6481.979971
2023,3,Electricity trade,8.889152
2023,3,Renewables,5619.707469
2023,3,Non-renewables,1460.559598
2023,3,Others,263.067986
2023,3,Other renewables aggregated,229.61368
2023,3,Low carbon,5622.177719
2023,3,Fossil fuels,1460.559598
2023,4,Hydro,5186.276104
2023,4,Wind,20.721868
2023,4,Solar,85.908871
2023,4,Total combustible fuels,1500.73593
2023,4,Coal,257.319856
2023,4,Oil,261.776313
2023,4,Natural gas,752.012028
2023,4,Combustible renewables,229.627733
2023,4,Not specified,2.47025
2023,4,Net electricity production,6796.113023
2023,4,Total imports,10.963739
2023,4,Total exports,0.657084
2023,4,Electricity supplied,6806.419678
2023,4,Distribution losses,579.068412
2023,4,Final consumption,6227.351266
2023,4,Electricity trade,-10.306655
2023,4,Renewables,5522.534576
2023,4,Non-renewables,1273.578447
2023,4,Others,264.246563
2023,4,Other renewables aggregated,229.627733
2023,4,Low carbon,5525.004826
2023,4,Fossil fuels,1273.578447
2023,5,Hydro,4822.552676
2023,5,Wind,20.442171
2023,5,Solar,85.37825
2023,5,Total combustible fuels,2341.113349
2023,5,Coal,814.0955
2023,5,Oil,262.636635
2023,5,Natural gas,1034.701873
2023,5,Combustible renewables,229.679341
2023,5,Not specified,2.47025
2023,5,Net electricity production,7271.956695
2023,5,Total imports,5.328685
2023,5,Total exports,1.610482
2023,5,Electricity supplied,7275.674898
2023,5,Distribution losses,559.872564
2023,5,Final consumption,6715.802335
2023,5,Electricity trade,-3.718203
2023,5,Renewables,5158.052438
2023,5,Non-renewables,2113.904258
2023,5,Others,265.106885
2023,5,Other renewables aggregated,229.679341
2023,5,Low carbon,5160.522688
2023,5,Fossil fuels,2113.904258
2023,6,Hydro,4719.476533
2023,6,Wind,19.068636
2023,6,Solar,90.084496
2023,6,Total combustible fuels,2126.086211
2023,6,Coal,639.686849
2023,6,Oil,260.209102
2023,6,Natural gas,996.572725
2023,6,Combustible renewables,229.617536
2023,6,Not specified,2.47025
2023,6,Net electricity production,6957.186126
2023,6,Total imports,56.881116
2023,6,Total exports,0.127057
2023,6,Electricity supplied,7013.940185
2023,6,Distribution losses,596.12459
2023,6,Final consumption,6417.815595
2023,6,Electricity trade,-56.754059
2023,6,Renewables,5058.247201
2023,6,Non-renewables,1898.938926
2023,6,Others,262.679352
2023,6,Other renewables aggregated,229.617536
2023,6,Low carbon,5060.717451
2023,6,Fossil fuels,1898.938926
2023,7,Hydro,4598.591278
2023,7,Wind,27.471757
2023,7,Solar,112.547983
2023,7,Total combustible fuels,2422.256347
2023,7,Coal,908.334427
2023,7,Oil,258.422064
2023,7,Natural gas,1025.797922
2023,7,Combustible renewables,229.701934
2023,7,Not specified,2.47025
2023,7,Net electricity production,7163.337615
2023,7,Total imports,73.962493
2023,7,Total exports,0.126525
2023,7,Electricity supplied,7237.173583
2023,7,Distribution losses,609.576005
2023,7,Final consumption,6627.597578
2023,7,Electricity trade,-73.835968
2023,7,Renewables,4968.312952
2023,7,Non-renewables,2195.024663
2023,7,Others,260.892314
2023,7,Other renewables aggregated,229.701934
2023,7,Low carbon,4970.783202
2023,7,Fossil fuels,2195.024663
2023,8,Hydro,4872.372689
2023,8,Wind,17.344469
2023,8,Solar,122.054905
2023,8,Total combustible fuels,2468.344964
2023,8,Coal,883.998995
2023,8,Oil,271.187544
2023,8,Natural gas,1083.548141
2023,8,Combustible renewables,229.610284
2023,8,Not specified,2.47025
2023,8,Net electricity production,7482.587277
2023,8,Total imports,17.969687
2023,8,Total exports,19.483951
2023,8,Electricity supplied,7481.073013
2023,8,Distribution losses,574.348023
2023,8,Final consumption,6906.72499
2023,8,Electricity trade,1.514264
2023,8,Renewables,5241.382347
2023,8,Non-renewables,2241.20493
2023,8,Others,273.657794
2023,8,Other renewables aggregated,229.610284
2023,8,Low carbon,5243.852597
2023,8,Fossil fuels,2241.20493
2023,9,Hydro,4217.979119
2023,9,Wind,18.971817
2023,9,Solar,124.49598
2023,9,Total combustible fuels,3276.076118
2023,9,Coal,1048.456653
2023,9,Oil,273.73096
2023,9,Natural gas,1724.234829
2023,9,Combustible renewables,229.653677
2023,9,Not specified,2.47025
2023,9,Net electricity production,7639.993285
2023,9,Total imports,0.019981
2023,9,Total exports,233.472036
2023,9,Electricity supplied,7406.54123
2023,9,Distribution losses,545.643463
2023,9,Final consumption,6860.897766
2023,9,Electricity trade,233.452055
2023,9,Renewables,4591.100593
2023,9,Non-renewables,3048.892692
2023,9,Others,276.20121
2023,9,Other renewables aggregated,229.653677
2023,9,Low carbon,4593.570843
2023,9,Fossil fuels,3048.892692
2023,10,Hydro,3978.620259
2023,10,Wind,0.997544
2023,10,Solar,113.301455
2023,10,Total combustible fuels,3448.295323
2023,10,Coal,1030.487067
2023,10,Oil,380.04704
2023,10,Natural gas,1808.132153
2023,10,Combustible renewables,229.629063
2023,10,Not specified,2.47025
2023,10,Net electricity production,7543.684831
2023,10,Total imports,0.019135
2023,10,Total exports,184.420402
2023,10,Electricity supplied,7359.283564
2023,10,Distribution losses,524.473064
2023,10,Final consumption,6834.810501
2023,10,Electricity trade,184.401267
2023,10,Renewables,4322.548321
2023,10,Non-renewables,3221.13651
2023,10,Others,382.51729
2023,10,Other renewables aggregated,229.629063
2023,10,Low carbon,4325.018571
2023,10,Fossil fuels,3221.13651
2023,11,Hydro,4731.553101
2023,11,Solar,110.572165
2023,11,Total combustible fuels,2451.293397
2023,11,Coal,698.239282
2023,11,Oil,397.939324
2023,11,Natural gas,1125.471707
2023,11,Combustible renewables,229.643083
2023,11,Not specified,2.47025
2023,11,Net electricity production,7295.888914
2023,11,Total imports,0.015204
2023,11,Total exports,172.1996
2023,11,Electricity supplied,7123.704518
2023,11,Distribution losses,616.43959
2023,11,Final consumption,6507.264927
2023,11,Electricity trade,172.184396
2023,11,Renewables,5071.768349
2023,11,Non-renewables,2224.120563
2023,11,Others,400.409574
2023,11,Other renewables aggregated,229.643083
2023,11,Low carbon,5074.238599
2023,11,Fossil fuels,2224.120563
2023,12,Hydro,3997.255553
2023,12,Solar,120.892022
2023,12,Total combustible fuels,3302.267132
2023,12,Coal,1020.122144
2023,12,Oil,348.802482
2023,12,Natural gas,1703.660088
2023,12,Combustible renewables,229.682418
2023,12,Not specified,2.47025
2023,12,Net electricity production,7422.884957
2023,12,Total imports,0.059776
2023,12,Total exports,128.158225
2023,12,Electricity supplied,7294.786508
2023,12,Distribution losses,517.348581
2023,12,Final consumption,6777.437927
2023,12,Electricity trade,128.098449
2023,12,Renewables,4347.829993
2023,12,Non-renewables,3075.054964
2023,12,Others,351.272732
2023,12,Other renewables aggregated,229.682418
2023,12,Low carbon,4350.300243
2023,12,Fossil fuels,3075.054964
2024,1,Hydro,4256.963143
2024,1,Solar,223.502621
2024,1,Total combustible fuels,2917.759493
2024,1,Coal,1011.056148
2024,1,Oil,286.930174
2024,1,Natural gas,1390.19579
2024,1,Combustible renewables,229.577381
2024,1,Not specified,2.47025
2024,1,Net electricity production,7400.695507
2024,1,Total imports,0.200259
2024,1,Total exports,43.761229
2024,1,Electricity supplied,7357.134537
2024,1,Distribution losses,493.477334
2024,1,Final consumption,6863.657203
2024,1,Electricity trade,43.56097
2024,1,Renewables,4710.043145
2024,1,Non-renewables,2690.652362
2024,1,Others,289.400424
2024,1,Other renewables aggregated,229.577381
2024,1,Low carbon,4712.513395
2024,1,Fossil fuels,2690.652362
2024,2,Hydro,3911.508301
2024,2,Solar,205.07785
2024,2,Total combustible fuels,2943.403504
2024,2,Coal,1030.78297
2024,2,Oil,285.837675
2024,2,Natural gas,1397.249009
2024,2,Combustible renewables,229.53385
2024,2,Not specified,2.47025
2024,2,Net electricity production,7062.459905
2024,2,Total imports,2.004265
2024,2,Total exports,9.704045
2024,2,Electricity supplied,7054.760125
2024,2,Distribution losses,461.273809
2024,2,Final consumption,6593.486315
2024,2,Electricity trade,7.69978
2024,2,Renewables,4346.120001
2024,2,Non-renewables,2716.339904
2024,2,Others,288.307925
2024,2,Other renewables aggregated,229.53385
2024,2,Low carbon,4348.590251
2024,2,Fossil fuels,2716.339904
2024,3,Hydro,3727.785513
2024,3,Solar,251.201165
2024,3,Total combustible fuels,3561.127224
2024,3,Coal,1183.120833
2024,3,Oil,291.27529
2024,3,Natural gas,1857.163465
2024,3,Combustible renewables,229.567636
2024,3,Not specified,2.47025
2024,3,Net electricity production,7542.584152
2024,3,Total imports,0.011719
2024,3,Total exports,124.182339
2024,3,Electricity supplied,7418.413532
2024,3,Distribution losses,596.026951
2024,3,Final consumption,6822.38658
2024,3,Electricity trade,124.17062
2024,3,Renewables,4208.554314
2024,3,Non-renewables,3334.029838
2024,3,Others,293.74554
2024,3,Other renewables aggregated,229.567636
2024,3,Low carbon,4211.024564
2024,3,Fossil fuels,3334.029838
2024,4,Hydro,3105.851954
2024,4,Solar,236.185684
2024,4,Total combustible fuels,3661.859288
2024,4,Coal,1106.704658
2024,4,Oil,326.232395
2024,4,Natural gas,1999.294977
2024,4,Combustible renewables,229.627258
2024,4,Not specified,2.47025
2024,4,Net electricity production,7006.367176
2024,4,Total imports,0.09885
2024,4,Total exports,35.876038
2024,4,Electricity supplied,6970.589988
2024,4,Distribution losses,511.565017
2024,4,Final consumption,6459.024971
2024,4,Electricity trade,35.777188
2024,4,Renewables,3571.664896
2024,4,Non-renewables,3434.70228
2024,4,Others,328.702645
2024,4,Other renewables aggregated,229.627258
2024,4,Low carbon,3574.135146
2024,4,Fossil fuels,3434.70228
2024,5,Hydro,5234.90213
2024,5,Solar,337.704665
2024,5,Total combustible fuels,2017.876385
2024,5,Coal,600.632033
2024,5,Oil,285.009945
2024,5,Natural gas,902.43408
2024,5,Combustible renewables,229.800326
2024,5,Not specified,2.47025
2024,5,Net electricity production,7592.95343
2024,5,Total imports,0.098131
2024,5,Total exports,44.81795
2024,5,Electricity supplied,7548.233611
2024,5,Distribution losses,506.841626
2024,5,Final consumption,7041.391986
2024,5,Electricity trade,44.719819
2024,5,Renewables,5802.407121
2024,5,Non-renewables,1790.546308
2024,5,Others,287.480195
2024,5,Other renewables aggregated,229.800326
2024,5,Low carbon,5804.877371
2024,5,Fossil fuels,1790.546308
2024,6,Hydro,4794.053835
2024,6,Solar,332.555696
2024,6,Total combustible fuels,2054.97191
2024,6,Coal,673.834694
2024,6,Oil,285.460085
2024,6,Natural gas,866.037108
2024,6,Combustible renewables,229.640023
2024,6,Not specified,2.47025
2024,6,Net electricity production,7184.051691
2024,6,Total imports,16.333667
2024,6,Total exports,15.930029
2024,6,Electricity supplied,7184.455329
2024,6,Distribution losses,439.465188
2024,6,Final consumption,6744.990141
2024,6,Electricity trade,-0.403638
2024,6,Renewables,5356.249554
2024,6,Non-renewables,1827.802137
2024,6,Others,287.930335
2024,6,Other renewables aggregated,229.640023
2024,6,Low carbon,5358.719804
2024,6,Fossil fuels,1827.802137
2024,7,Hydro,5142.458013
2024,7,Solar,371.405355
2024,7,Total combustible fuels,2057.859299
2024,7,Coal,579.332836
2024,7,Oil,286.255298
2024,7,Natural gas,962.727218
2024,7,Combustible renewables,229.543947
2024,7,Not specified,2.47025
2024,7,Net electricity production,7574.192917
2024,7,Total imports,0.276509
2024,7,Total exports,48.865858
2024,7,Electricity supplied,7525.603568
2024,7,Distribution losses,506.614637
2024,7,Final consumption,7018.988931
2024,7,Electricity trade,48.589349
2024,7,Renewables,5743.407315
2024,7,Non-renewables,1830.785602
2024,7,Others,288.725548
2024,7,Other renewables aggregated,229.543947
2024,7,Low carbon,5745.877565
2024,7,Fossil fuels,1830.785602
2024,8,Hydro,4924.872753
2024,8,Solar,371.724878
2024,8,Total combustible fuels,2506.152626
2024,8,Coal,864.025093
2024,8,Oil,286.966298
2024,8,Natural gas,1125.580174
2024,8,Combustible renewables,229.581061
2024,8,Not specified,2.47025
2024,8,Net electricity production,7805.220507
2024,8,Total imports,0.000626
2024,8,Total exports,272.153252
2024,8,Electricity supplied,7533.067881
2024,8,Distribution losses,581.518246
2024,8,Final consumption,6951.549635
2024,8,Electricity trade,272.152626
2024,8,Renewables,5526.178692
2024,8,Non-renewables,2279.041815
2024,8,Others,289.436548
2024,8,Other renewables aggregated,229.581061
2024,8,Low carbon,5528.648942
2024,8,Fossil fuels,2279.041815
2024,9,Hydro,4178.634458
2024,9,Solar,349.488242
2024,9,Total combustible fuels,3012.367851
2024,9,Coal,884.144961
2024,9,Oil,293.024279
2024,9,Natural gas,1605.573843
2024,9,Combustible renewables,229.624769
2024,9,Not specified,2.47025
2024,9,Net electricity production,7542.960801
2024,9,Total imports,0.003997
2024,9,Total exports,236.071716
2024,9,Electricity supplied,7306.893082
2024,9,Distribution losses,602.699861
2024,9,Final consumption,6704.193221
2024,9,Electricity trade,236.067719
2024,9,Renewables,4757.747469
2024,9,Non-renewables,2785.213333
2024,9,Others,295.494529
2024,9,Other renewables aggregated,229.624769
2024,9,Low carbon,4760.217719
2024,9,Fossil fuels,2785.213333
2024,10,Hydro,3569.160429
2024,10,Solar,471.89783
2024,10,Total combustible fuels,3408.763937
2024,10,Coal,940.363991
2024,10,Oil,308.073672
2024,10,Natural gas,1930.586935
2024,10,Combustible renewables,229.739339
2024,10,Not specified,2.47025
2024,10,Net electricity production,7452.292446
2024,10,Total imports,0.107939
2024,10,Total exports,5.321011
2024,10,Electricity supplied,7447.079374
2024,10,Distribution losses,506.160622
2024,10,Final consumption,6940.918753
2024,10,Electricity trade,5.213072
2024,10,Renewables,4270.797598
2024,10,Non-renewables,3181.494848
2024,10,Others,310.543922
2024,10,Other renewables aggregated,229.739339
2024,10,Low carbon,4273.267848
2024,10,Fossil fuels,3181.494848
2024,11,Hydro,4225.832441
2024,11,Solar,420.691252
2024,11,Total combustible fuels,2675.997492
2024,11,Coal,887.195032
2024,11,Oil,302.364738
2024,11,Natural gas,1256.700776
2024,11,Combustible renewables,229.736947
2024,11,Not specified,2.47025
2024,11,Net electricity production,7324.991435
2024,11,Total imports,0.062776
2024,11,Total exports,135.154072
2024,11,Electricity supplied,7189.900139
2024,11,Distribution losses,528.078718
2024,11,Final consumption,6661.821422
2024,11,Electricity trade,135.091296
2024,11,Renewables,4876.26064
2024,11,Non-renewables,2448.730796
2024,11,Others,304.834988
2024,11,Other renewables aggregated,229.736947
2024,11,Low carbon,4878.73089
2024,11,Fossil fuels,2448.730796
2024,12,Hydro,3990.324723
2024,12,Solar,450.634983
2024,12,Total combustible fuels,3108.420985
2024,12,Coal,1066.853349
2024,12,Oil,291.278032
2024,12,Natural gas,1520.568224
2024,12,Combustible renewables,229.721379
2024,12,Not specified,2.47025
2024,12,Net electricity production,7551.850941
2024,12,Total imports,0.002625
2024,12,Total exports,243.418078
2024,12,Electricity supplied,7308.435488
2024,12,Distribution losses,499.946742
2024,12,Final consumption,6808.488746
2024,12,Electricity trade,243.415453
2024,12,Renewables,4670.681085
2024,12,Non-renewables,2881.169855
2024,12,Others,293.748282
2024,12,Other renewables aggregated,229.721379
2024,12,Low carbon,4673.151335
2024,12,Fossil fuels,2881.169855
2025,1,Hydro,4764.682408
2025,1,Solar,382.170901
2025,1,Total combustible fuels,2431.95474
2025,1,Coal,939.959485
2025,1,Oil,278.178927
2025,1,Natural gas,984.100057
2025,1,Combustible renewables,229.716271
2025,1,Not specified,2.47025
2025,1,Net electricity production,7581.278299
2025,1,Total imports,0.014301
2025,1,Total exports,207.995662
2025,1,Electricity supplied,7373.296938
2025,1,Distribution losses,519.471983
2025,1,Final consumption,6853.824955
2025,1,Electricity trade,207.981361
2025,1,Renewables,5376.56958
2025,1,Non-renewables,2204.708719
2025,1,Others,280.649177
2025,1,Other renewables aggregated,229.716271
2025,1,Low carbon,5379.03983
2025,1,Fossil fuels,2204.708719
2025,2,Hydro,4559.216116
2025,2,Solar,341.442208
2025,2,Total combustible fuels,2023.863369
2025,2,Coal,721.532474
2025,2,Oil,271.680929
2025,2,Natural gas,800.8571
2025,2,Combustible renewables,229.792866
2025,2,Not specified,2.47025
2025,2,Net electricity production,6926.991942
2025,2,Total imports,13.159956
2025,2,Total exports,58.587131
2025,2,Electricity supplied,6881.564767
2025,2,Distribution losses,546.686588
2025,2,Final consumption,6334.878179
2025,2,Electricity trade,45.427175
2025,2,Renewables,5130.45119
2025,2,Non-renewables,1796.540753
2025,2,Others,274.151179
2025,2,Other renewables aggregated,229.792866
2025,2,Low carbon,5132.92144
2025,2,Fossil fuels,1796.540753
